Block Type,96well,,
Chemistry,SYBR_GREEN,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\LCB\20190426\SSDA-0.eds,,
Experiment Run End Time,2019-04-26 13:05:40 PM PDT,,
Instrument Type,steponeplus,,
Passive Reference,ROX,,
,,,
Well,Cycle,SYBR,ROX
G3,12,-6716.704102,36420.99219
G4,12,,
G5,12,-7020.071777,37921.78906
G6,12,,
G7,12,-8058.302246,35133.21094
G8,12,,
G9,12,-4043.439453,46691.00391
G10,12,,
G11,12,,
G12,12,,
H1,12,-8348.939453,32913.28516
H2,12,,
H3,12,-5867.099121,37650.66406
H4,12,,
H5,12,-9292.136719,35217.09766
H6,12,,
H7,12,-8007.155762,37154.99219
H8,12,,
H9,12,-10575.06055,-2030.943481
H10,12,,
H11,12,,
H12,12,,
A1,13,-8298.125977,30836.41602
A2,13,,
A3,13,-8732.768555,39600.05078
A4,13,,
A5,13,-9107.09375,34099.87109
A6,13,,
A7,13,-9382.648438,35668.21094
A8,13,,
A9,13,-8559.799805,40176.23438
A10,13,,
A11,13,,
A12,13,,
B1,13,-10824.15625,28954.69141
B2,13,,
B3,13,-14751.30469,38046.62891
B4,13,,
B5,13,-13054.41113,33061.24219
B6,13,,
B7,13,-14867.62988,31168.125
B8,13,,
B9,13,-11555.51563,34318.29688
B10,13,,
B11,13,,
B12,13,,
C1,13,-14111.41406,39590.76953
C2,13,,
C3,13,-16046.62402,36704.62891
C4,13,,
C5,13,-17919.86719,31843.59961
C6,13,,
C7,13,-15043.71191,23141.05469
C8,13,,
C9,13,-13037.36328,34760.60547
C10,13,,
C11,13,,
C12,13,,
D1,13,-14843.18848,32351.72266
D2,13,,
D3,13,-16413.5625,33038.75
D4,13,,
D5,13,-15866.37207,30475.85156
D6,13,,
D7,13,-14171.36426,23903.02734
D8,13,,
D9,13,-14037.98145,36855.35938
D10,13,,
D11,13,,
D12,13,,
E1,13,-14878.85156,34290.28906
E2,13,,
E3,13,-14736.08887,35678.26953
E4,13,,
E5,13,-14206.04785,36783.96875
E6,13,,
E7,13,-14475.27637,35839.82422
E8,13,,
E9,13,-13801.11719,31390.83398
E10,13,,
E11,13,,
E12,13,,
F1,13,-15269.12598,37106.41797
F2,13,,
F3,13,-14324.17871,36242.53516
F4,13,,
F5,13,-11926.01855,35361.38672
F6,13,,
F7,13,-15079.92871,36019.55078
F8,13,,
F9,13,-14123.20117,38229.13281
F10,13,,
F11,13,,
F12,13,,
G1,13,-13227.24805,33859.29297
G2,13,,
G3,13,-14239.47461,35915.11719
G4,13,,
G5,13,-14440.50293,37449.80859
G6,13,,
G7,13,-14955.53613,34231.03516
G8,13,,
G9,13,-13515.81348,45361.58203
G10,13,,
G11,13,,
G12,13,,
H1,13,-14714.2002,30694.20898
H2,13,,
H3,13,-14866.19238,36256.3125
H4,13,,
H5,13,-13098.67188,34366.25
H6,13,,
H7,13,-15219.45605,35013.45313
H8,13,,
H9,13,-11169.4707,-2105.26416
H10,13,,
H11,13,,
H12,13,,
A1,14,37452.3125,31852.73828
A2,14,,
A3,14,62161.88672,38426.24219
A4,14,,
A5,14,56284.12891,32190.76172
A6,14,,
A7,14,64241.875,34717.21875
A8,14,,
A9,14,65785.45313,38665.49609
A10,14,,
A11,14,,
A12,14,,
B1,14,-1137.910278,30293.13281
B2,14,,
B3,14,-3025.67334,35930.60938
B4,14,,
B5,14,-159.7565613,31997.61719
B6,14,,
B7,14,-603.8799438,31670.7168
B8,14,,
B9,14,1589.028809,33198.74609
B10,14,,
B11,14,,
B12,14,,
C1,14,-8457.397461,38752.98438
C2,14,,
C3,14,-10793.62402,35655.16797
C4,14,,
C5,14,-11656.03711,30636.9043
C6,14,,
C7,14,-7621.708496,34911.00781
C8,14,,
C9,14,-6798.770508,34384.71484
C10,14,,
C11,14,,
C12,14,,
D1,14,-10618.89746,33691.85156
D2,14,,
D3,14,-10902.95605,32544.85547
D4,14,,
D5,14,-10273.93359,30893.52148
D6,14,,
D7,14,-7972.848633,32996.65234
D8,14,,
D9,14,-6698.250488,40417.60938
D10,14,,
D11,14,,
D12,14,,
E1,14,-10703.25195,34489.32813
E2,14,,
E3,14,-8747.966797,35913.125
E4,14,,
E5,14,-7904.620117,36480.34375
E6,14,,
E7,14,-8546.87207,34076.78125
E8,14,,
E9,14,-6831.925781,36572.75781
E10,14,,
E11,14,,
E12,14,,
F1,14,-10757.06934,36973.77734
F2,14,,
F3,14,-10723.90234,33679.00391
F4,14,,
F5,14,-4508.291504,35159.21875
F6,14,,
F7,14,-8967.779297,35164.86328
F8,14,,
F9,14,-8964.939453,36471.10938
F10,14,,
F11,14,,
F12,14,,
G1,14,-9589.151367,33498.21484
G2,14,,
G3,14,-9456.743164,33949.26953
G4,14,,
G5,14,-8675.594727,36168.16797
G6,14,,
G7,14,-9483.541016,33391.75781
G8,14,,
G9,14,-6621.742188,44276.20313
G10,14,,
G11,14,,
G12,14,,
H1,14,-11138.1543,31788.79883
H2,14,,
H3,14,-8758.402344,35344.91797
H4,14,,
H5,14,-10437.15527,33462.21875
H6,14,,
H7,14,-9128.702148,35680.46875
H8,14,,
H9,14,-10564.64844,-2027.008179
H10,14,,
H11,14,,
H12,14,,
A1,15,78409.83594,32069.65234
A2,15,,
A3,15,122621.0078,39552.94531
A4,15,,
A5,15,98933.35156,33214.92188
A6,15,,
A7,15,107711.2578,36014.66797
A8,15,,
A9,15,112933.4141,39403.42578
A10,15,,
A11,15,,
A12,15,,
B1,15,6982.104492,31372.12305
B2,15,,
B3,15,7375.54834,38478.91016
B4,15,,
B5,15,6505.487305,33657.88281
B6,15,,
B7,15,4941.806152,32385.7832
B8,15,,
B9,15,8510.146484,34789.48438
B10,15,,
B11,15,,
B12,15,,
C1,15,-4425.003418,40978.48828
C2,15,,
C3,15,-7122.996582,38106.41016
C4,15,,
C5,15,-9968.708984,31997.09961
C6,15,,
C7,15,-6214.276367,36675.83203
C8,15,,
C9,15,-4705.783203,35690.46484
C10,15,,
C11,15,,
C12,15,,
D1,15,-7927.09668,34807.48438
D2,15,,
D3,15,-9355.696289,34139.08984
D4,15,,
D5,15,-9189.797852,32340.85938
D6,15,,
D7,15,-7213.188965,34813.91797
D8,15,,
D9,15,-5585.695801,42069.69531
D10,15,,
D11,15,,
D12,15,,
E1,15,-7780.286133,36287.40234
E2,15,,
E3,15,-7105.468262,37774.23828
E4,15,,
E5,15,-6663.612793,38336.94531
E6,15,,
E7,15,-7462.11084,36118.09375
E8,15,,
E9,15,-5946.039063,38195.96094
E10,15,,
E11,15,,
E12,15,,
F1,15,-7638.178711,39170.16406
F2,15,,
F3,15,-7982.649902,36007.375
F4,15,,
F5,15,-2666.84668,37124.90234
F6,15,,
F7,15,-7921.580566,36933.60938
F8,15,,
F9,15,-6729.050293,38627.65625
F10,15,,
F11,15,,
F12,15,,
G1,15,-6347.808594,36415.60547
G2,15,,
G3,15,-6734.149902,36351.28516
G4,15,,
G5,15,-7055.238281,37951.68359
G6,15,,
G7,15,-8050.693848,35299.99609
G8,15,,
G9,15,-4163.111328,46587.98438
G10,15,,
G11,15,,
G12,15,,
H1,15,-8251.53418,33150.48828
H2,15,,
H3,15,-5737.258301,37760.82813
H4,15,,
H5,15,-9474.830078,35345.02344
H6,15,,
H7,15,-7988.675781,37299.95313
H8,15,,
H9,15,-10571.92773,-2049.142578
H10,15,,
H11,15,,
H12,15,,
A1,16,-8111.026855,31126.66406
A2,16,,
A3,16,-8693.608398,39935.41406
A4,16,,
A5,16,-9131.526367,34327.76563
A6,16,,
A7,16,-9433.686523,35872.48438
A8,16,,
A9,16,-8642.625977,40351.45313
A10,16,,
A11,16,,
A12,16,,
B1,16,-10878.11816,29101.83008
B2,16,,
B3,16,-14776.87793,38030.14844
B4,16,,
B5,16,-13096.0791,33142.42969
B6,16,,
B7,16,-14905.27441,31344.93555
B8,16,,
B9,16,-11583.73633,34317.25781
B10,16,,
B11,16,,
B12,16,,
C1,16,-14121.97852,39997.84375
C2,16,,
C3,16,-16075.92773,36675.35156
C4,16,,
C5,16,-17929.9668,32060.54297
C6,16,,
C7,16,-15067.32813,23207.62891
C8,16,,
C9,16,-13104.41504,34854.51172
C10,16,,
C11,16,,
C12,16,,
D1,16,-14889.71289,32679.68359
D2,16,,
D3,16,-16431.13867,33048.25781
D4,16,,
D5,16,-15888.93652,30483.09961
D6,16,,
D7,16,-14158.07324,23768.26367
D8,16,,
D9,16,-14023.51758,36792.875
D10,16,,
D11,16,,
D12,16,,
E1,16,-14910.30078,34589.73828
E2,16,,
E3,16,-14739.30664,35727.49609
E4,16,,
E5,16,-14207.27832,36712.57813
E6,16,,
E7,16,-14481.6377,35668.44531
E8,16,,
E9,16,-13794.69141,31377.21875
E10,16,,
E11,16,,
E12,16,,
F1,16,-15304.98242,37390.90234
F2,16,,
F3,16,-14341.43066,36272.97656
F4,16,,
F5,16,-11890.9834,35345.39453
F6,16,,
F7,16,-15048.91113,35908.37891
F8,16,,
F9,16,-14143.44727,38262.08203
F10,16,,
F11,16,,
F12,16,,
G1,16,-13248.38867,34154.37891
G2,16,,
G3,16,-14256.64551,35918.70703
G4,16,,
G5,16,-14458.41895,37598.68359
G6,16,,
G7,16,-14995.9873,34364.20313
G8,16,,
G9,16,-13516.9248,45423.38281
G10,16,,
G11,16,,
G12,16,,
H1,16,-14754.90918,30893.61133
H2,16,,
H3,16,-14769.43945,36496.41406
H4,16,,
H5,16,-13115.10254,34500.00781
H6,16,,
H7,16,-15248.875,35347.08203
H8,16,,
H9,16,-11178.22754,-2090.348633
H10,16,,
H11,16,,
H12,16,,
A1,17,43765.83594,31629.19336
A2,17,,
A3,17,72816.91406,38275.09766
A4,17,,
A5,17,68276.03125,32050.97656
A6,17,,
A7,17,79170.77344,34582.90625
A8,17,,
A9,17,81196.15625,38449.02734
A10,17,,
A11,17,,
A12,17,,
B1,17,-284.8337402,30346.56445
B2,17,,
B3,17,-1980.956299,35906.72656
B4,17,,
B5,17,1438.204956,32024.60547
B6,17,,
B7,17,1360.134277,31415.92773
B8,17,,
B9,17,3332.891602,32879.33594
B10,17,,
B11,17,,
B12,17,,
C1,17,-8474.760742,38689.46875
C2,17,,
C3,17,-10819.60254,35578.71094
C4,17,,
C5,17,-11567.14844,30546.44531
C6,17,,
C7,17,-7406.375,34962.88281
C8,17,,
C9,17,-6728.27832,34276.30469
C10,17,,
C11,17,,
C12,17,,
D1,17,-10786.80469,33635.23828
D2,17,,
D3,17,-11006.71777,32380.83594
D4,17,,
D5,17,-10359.58496,30727.23047
D6,17,,
D7,17,-7989.993652,33116.32813
D8,17,,
D9,17,-6742.273926,40467.72656
D10,17,,
D11,17,,
D12,17,,
E1,17,-10890.58105,34412.93359
E2,17,,
E3,17,-8919.276367,35739.91797
E4,17,,
E5,17,-7993.585938,36496.05859
E6,17,,
E7,17,-8627.460938,34228.14453
E8,17,,
E9,17,-6923.98877,36663.1875
E10,17,,
E11,17,,
E12,17,,
F1,17,-10938.39453,36881.35938
F2,17,,
F3,17,-10893.28906,33650.14453
F4,17,,
F5,17,-4874.802734,35120.32422
F6,17,,
F7,17,-9105.615234,35080.93359
F8,17,,
F9,17,-9161.297852,36499.46875
F10,17,,
F11,17,,
F12,17,,
G1,17,-9770.165039,33407.71875
G2,17,,
G3,17,-9633.116211,34015.52344
G4,17,,
G5,17,-8805.857422,35998.29297
G6,17,,
G7,17,-9560.830078,33280.48828
G8,17,,
G9,17,-6793.502441,44119.48828
G10,17,,
G11,17,,
G12,17,,
H1,17,-11266.42969,31897.96094
H2,17,,
H3,17,-8860.650391,35343.77344
H4,17,,
H5,17,-10655,33364.24219
H6,17,,
H7,17,-9216.935547,35465.12891
H8,17,,
H9,17,-10569.45117,-2040.825317
H10,17,,
H11,17,,
H12,17,,
A1,18,105118.9219,31886.12109
A2,18,,
A3,18,158846.3594,39026.57031
A4,18,,
A5,18,129324.5703,32762.59375
A6,18,,
A7,18,140182.2344,35457.79297
A8,18,,
A9,18,147450.9688,38818.47656
A10,18,,
A11,18,,
A12,18,,
B1,18,11851.27734,31309.58398
B2,18,,
B3,18,13405.26465,38330.51563
B4,18,,
B5,18,11735.11914,33641.83203
B6,18,,
B7,18,10351.57715,32464.8418
B8,18,,
B9,18,13980.8125,34670.76172
B10,18,,
B11,18,,
B12,18,,
C1,18,-3487.039551,41177.74609
C2,18,,
C3,18,-6376.363281,38062.55859
C4,18,,
C5,18,-9333.495117,32043.63672
C6,18,,
C7,18,-5545.238281,36708.05859
C8,18,,
C9,18,-4092.254639,35915.125
C10,18,,
C11,18,,
C12,18,,
D1,18,-7812.436035,35156.71094
D2,18,,
D3,18,-9327.46875,34000.59375
D4,18,,
D5,18,-9082.373047,32175.0293
D6,18,,
D7,18,-7171.541992,34681.16797
D8,18,,
D9,18,-5588.815918,41916.91406
D10,18,,
D11,18,,
D12,18,,
E1,18,-7767.491211,36545.95703
E2,18,,
E3,18,-7142.13623,37648.95703
E4,18,,
E5,18,-6698.889648,38063.52344
E6,18,,
E7,18,-7495.018555,36021.04688
E8,18,,
E9,18,-5988.400879,38182.08203
E10,18,,
E11,18,,
E12,18,,
F1,18,-7623.172363,39285.45313
F2,18,,
F3,18,-8014.57373,35959.88672
F4,18,,
F5,18,-2717.008301,36919.32422
F6,18,,
F7,18,-7891.32373,36860.19141
F8,18,,
F9,18,-6792.437012,38484.48828
F10,18,,
F11,18,,
F12,18,,
G1,18,-6375.115234,36648.14063
G2,18,,
G3,18,-6731.750977,36384.63281
G4,18,,
G5,18,-7038.236816,38172.92578
G6,18,,
G7,18,-8117.391113,35212.60156
G8,18,,
G9,18,-4220.19043,46554.46094
G10,18,,
G11,18,,
G12,18,,
H1,18,-8312.859375,33196.53906
H2,18,,
H3,18,-5653.713379,37850.96875
H4,18,,
H5,18,-9687.086914,35254.33594
H6,18,,
H7,18,-8004.391113,37335.33594
H8,18,,
H9,18,-10565.29785,-2035.292114
H10,18,,
H11,18,,
H12,18,,
A1,19,-8150.762207,31259.70898
A2,19,,
A3,19,-8718.509766,40125.62891
A4,19,,
A5,19,-9180.332031,34514.33984
A6,19,,
A7,19,-9513.226563,35960.09375
A8,19,,
A9,19,-8739.428711,40473.45703
A10,19,,
A11,19,,
A12,19,,
B1,19,-10897.33301,29174.76172
B2,19,,
B3,19,-14801.95996,37987.87891
B4,19,,
B5,19,-13131.49805,33249.53906
B6,19,,
B7,19,-14942.20605,31423.56445
B8,19,,
B9,19,-11654.54883,34382.04297
B10,19,,
B11,19,,
B12,19,,
C1,19,-14143.05762,40104.53125
C2,19,,
C3,19,-16081.69531,36656.47656
C4,19,,
C5,19,-17975.54297,32075.09766
C6,19,,
C7,19,-15086.08105,23145.24414
C8,19,,
C9,19,-13140.12012,35118.53906
C10,19,,
C11,19,,
C12,19,,
D1,19,-14922.02832,32886.59766
D2,19,,
D3,19,-16456.75,33078.74609
D4,19,,
D5,19,-15928.25098,30416.26953
D6,19,,
D7,19,-14178.56641,23741.16211
D8,19,,
D9,19,-14040.56934,36867.9375
D10,19,,
D11,19,,
D12,19,,
E1,19,-14940.25586,34866.52344
E2,19,,
E3,19,-14747.125,35728.74219
E4,19,,
E5,19,-14236.76953,36615.01172
E6,19,,
E7,19,-14521.6748,35667.64063
E8,19,,
E9,19,-13802.23633,31514.39453
E10,19,,
E11,19,,
E12,19,,
F1,19,-15315.7832,37553.53906
F2,19,,
F3,19,-14366.40918,36237.17188
F4,19,,
F5,19,-11892.65137,35336.80078
F6,19,,
F7,19,-15085.06445,35902.22266
F8,19,,
F9,19,-14154.06348,38336.48828
F10,19,,
F11,19,,
F12,19,,
G1,19,-13284.57617,34383.98438
G2,19,,
G3,19,-14275.2666,35974.07813
G4,19,,
G5,19,-14473.33594,37636.71484
G6,19,,
G7,19,-15023.33984,34313.46484
G8,19,,
G9,19,-13527.94434,45456.58984
G10,19,,
G11,19,,
G12,19,,
H1,19,-14775.49121,30892.76758
H2,19,,
H3,19,-14761.20801,36616.78906
H4,19,,
H5,19,-13143.97168,34588.90625
H6,19,,
H7,19,-15263.74316,35513.33203
H8,19,,
H9,19,-11166.46582,-2109.442871
H10,19,,
H11,19,,
H12,19,,
A1,20,62883.74609,31566.86328
A2,20,,
A3,20,101818.2656,37979.125
A4,20,,
A5,20,96605.28906,31667.5625
A6,20,,
A7,20,112789.2188,34131.40625
A8,20,,
A9,20,117071.9219,37691.9375
A10,20,,
A11,20,,
A12,20,,
B1,20,2699.823242,30253.60547
B2,20,,
B3,20,1736.682251,35954.64453
B4,20,,
B5,20,5699.29541,32035.51563
B6,20,,
B7,20,6354.961426,31414.82227
B8,20,,
B9,20,8141.62793,32799.61328
B10,20,,
B11,20,,
B12,20,,
C1,20,-7868.507324,38573.12891
C2,20,,
C3,20,-10223.6416,35641.73438
C4,20,,
C5,20,-11002.32324,30635.14453
C6,20,,
C7,20,-6780.472656,35096.12891
C8,20,,
C9,20,-6075.598633,34212.42578
C10,20,,
C11,20,,
C12,20,,
D1,20,-10603.6709,33707.10938
D2,20,,
D3,20,-10911.05859,32232.67969
D4,20,,
D5,20,-10234.5166,30658.78125
D6,20,,
D7,20,-7921.873535,33011.3125
D8,20,,
D9,20,-6620.585449,40397.50391
D10,20,,
D11,20,,
D12,20,,
E1,20,-10710.94336,34517.66797
E2,20,,
E3,20,-8812.109375,35685.32813
E4,20,,
E5,20,-7931.883789,36465.90625
E6,20,,
E7,20,-8611.098633,34043.42969
E8,20,,
E9,20,-6914.61084,36532.91797
E10,20,,
E11,20,,
E12,20,,
F1,20,-10768.29883,37013.55469
F2,20,,
F3,20,-10787.12598,33592.07813
F4,20,,
F5,20,-4512.414063,35164.61719
F6,20,,
F7,20,-9050.116211,34995.13281
F8,20,,
F9,20,-9016.171875,36438.71094
F10,20,,
F11,20,,
F12,20,,
G1,20,-9632.753906,33449.57813
G2,20,,
G3,20,-9479.470703,34041.30859
G4,20,,
G5,20,-8731.402344,36125.6875
G6,20,,
G7,20,-9506.492188,33254.59766
G8,20,,
G9,20,-6703.19043,44257.01953
G10,20,,
G11,20,,
G12,20,,
H1,20,-11127.46289,31977.35156
H2,20,,
H3,20,-8632.84375,35375.32813
H4,20,,
H5,20,-10780.40234,33356.84375
H6,20,,
H7,20,-9178.806641,35486.97266
H8,20,,
H9,20,-10603.75781,-2042.075684
H10,20,,
H11,20,,
H12,20,,
A1,21,144848.8594,31134.10352
A2,21,,
A3,21,211888.8438,38065.66016
A4,21,,
A5,21,173276.6875,31638.32422
A6,21,,
A7,21,188779.5469,34422.48438
A8,21,,
A9,21,199773.9063,37498.92969
A10,21,,
A11,21,,
A12,21,,
B1,21,21343.33398,31285.25781
B2,21,,
B3,21,25236.04102,38243.57031
B4,21,,
B5,21,21669.54297,33319.96875
B6,21,,
B7,21,20626.9082,32120.01563
B8,21,,
B9,21,24724.87695,34759.32031
B10,21,,
B11,21,,
B12,21,,
C1,21,-1685.28125,41157.60938
C2,21,,
C3,21,-4855.955566,37903.55469
C4,21,,
C5,21,-7952.978027,32137.54688
C6,21,,
C7,21,-4122.717773,36743.44141
C8,21,,
C9,21,-2850.874268,35823.69531
C10,21,,
C11,21,,
C12,21,,
D1,21,-7613.0625,35395.92188
D2,21,,
D3,21,-9200.658203,33986.27734
D4,21,,
D5,21,-8931.220703,32220.76953
D6,21,,
D7,21,-6990.940918,34893.30469
D8,21,,
D9,21,-5381.316895,41988.80078
D10,21,,
D11,21,,
D12,21,,
E1,21,-7747.67334,36626.69141
E2,21,,
E3,21,-7132.920898,37625.46875
E4,21,,
E5,21,-6727.464844,38130.32813
E6,21,,
E7,21,-7487.245605,36180.08594
E8,21,,
E9,21,-5972.280762,38209.70313
E10,21,,
E11,21,,
E12,21,,
F1,21,-7665.245605,39287.42969
F2,21,,
F3,21,-8044.969238,35919.99219
F4,21,,
F5,21,-2712.13623,36878.78125
F6,21,,
F7,21,-7934.187012,36969.25
F8,21,,
F9,21,-6810.698242,38499.66016
F10,21,,
F11,21,,
F12,21,,
G1,21,-6382.83252,36682.24219
G2,21,,
G3,21,-6794.017578,36420.55469
G4,21,,
G5,21,-7112.494629,37984.39453
G6,21,,
G7,21,-8127.357422,35069.53516
G8,21,,
G9,21,-4264.195313,46499.57813
G10,21,,
G11,21,,
G12,21,,
H1,21,-8274.375,33353.19141
H2,21,,
H3,21,-5601.875977,37861.97656
H4,21,,
H5,21,-9884.214844,35133.94922
H6,21,,
H7,21,-8035.881836,37306.32031
H8,21,,
H9,21,-10576.90234,-2021.208374
H10,21,,
H11,21,,
H12,21,,
A1,22,-8255.336914,31194.62695
A2,22,,
A3,22,-8844.941406,40245.625
A4,22,,
A5,22,-9321.244141,34468.28906
A6,22,,
A7,22,-9623.302734,35992.61719
A8,22,,
A9,22,-8883.240234,40431.33594
A10,22,,
A11,22,,
A12,22,,
B1,22,-10970.54395,29274.5293
B2,22,,
B3,22,-14822.96484,37922.24609
B4,22,,
B5,22,-13166.14648,33126.41797
B6,22,,
B7,22,-14969.40137,31355.9707
B8,22,,
B9,22,-11682.68359,34263.57422
B10,22,,
B11,22,,
B12,22,,
C1,22,-14162.6709,40113.67578
C2,22,,
C3,22,-16115.33691,36660.72266
C4,22,,
C5,22,-17987.6875,32111.97266
C6,22,,
C7,22,-15098.7041,23224.97266
C8,22,,
C9,22,-13159.82031,34900.98438
C10,22,,
C11,22,,
C12,22,,
D1,22,-14959.41797,33179.02344
D2,22,,
D3,22,-16462.35547,33076.57813
D4,22,,
D5,22,-15917.375,30636.60938
D6,22,,
D7,22,-14190.00684,23732.12109
D8,22,,
D9,22,-14073.45996,36858.46875
D10,22,,
D11,22,,
D12,22,,
E1,22,-14963.36621,34971.8125
E2,22,,
E3,22,-14746.70605,35791.75781
E4,22,,
E5,22,-14260.35742,36790.80469
E6,22,,
E7,22,-14518.29883,35677.625
E8,22,,
E9,22,-13843.7793,31608.73828
E10,22,,
E11,22,,
E12,22,,
F1,22,-15296.0459,37549.85156
F2,22,,
F3,22,-14384.45898,36205.40234
F4,22,,
F5,22,-11908.52734,35327.57422
F6,22,,
F7,22,-15107.58789,35978.59766
F8,22,,
F9,22,-14173.19824,38275.21484
F10,22,,
F11,22,,
F12,22,,
G1,22,-13317.28613,34420.98438
G2,22,,
G3,22,-14295.4043,35905.69531
G4,22,,
G5,22,-14488.51758,37572.21094
G6,22,,
G7,22,-15015.66797,34181.50781
G8,22,,
G9,22,-13558.87793,45493.88281
G10,22,,
G11,22,,
G12,22,,
H1,22,-14772.74023,30944.73633
H2,22,,
H3,22,-14733.20703,36681.82813
H4,22,,
H5,22,-13161.26465,34570.27734
H6,22,,
H7,22,-15297.0957,35555.07422
H8,22,,
H9,22,-11154.49316,-2118.792969
H10,22,,
H11,22,,
H12,22,,
A1,23,92508.25,31330.60156
A2,23,,
A3,23,144365.0156,37444.60938
A4,23,,
A5,23,137433.1563,30844.19727
A6,23,,
A7,23,161060.2813,33274.90625
A8,23,,
A9,23,168805.7188,36618.07422
A10,23,,
A11,23,,
A12,23,,
B1,23,7827.081543,30089.07617
B2,23,,
B3,23,8239.061523,35785.375
B4,23,,
B5,23,13285.18945,31604.53906
B6,23,,
B7,23,15700.33398,31252.46289
B8,23,,
B9,23,17076.7207,32854.82813
B10,23,,
B11,23,,
B12,23,,
C1,23,-7006.822754,38582.09375
C2,23,,
C3,23,-9361.749023,35549.29297
C4,23,,
C5,23,-9983.898438,30844.43945
C6,23,,
C7,23,-5624.86084,34916.60547
C8,23,,
C9,23,-5074.361816,34198.95313
C10,23,,
C11,23,,
C12,23,,
D1,23,-10491.30273,33929.50781
D2,23,,
D3,23,-10798.12695,32268.08008
D4,23,,
D5,23,-10125.74219,30731.52148
D6,23,,
D7,23,-7807.839355,32977.74609
D8,23,,
D9,23,-6476.931152,40448.47266
D10,23,,
D11,23,,
D12,23,,
E1,23,-10694.41699,34501.74219
E2,23,,
E3,23,-8790.699219,35699.66016
E4,23,,
E5,23,-7963.031738,36268.77734
E6,23,,
E7,23,-8569.866211,34125.23828
E8,23,,
E9,23,-6924.177734,36508.95313
E10,23,,
E11,23,,
E12,23,,
F1,23,-10736.84375,36908.27734
F2,23,,
F3,23,-10775.87109,33676.98438
F4,23,,
F5,23,-4498.260254,34851.72656
F6,23,,
F7,23,-9076.62793,35000.41016
F8,23,,
F9,23,-9032.53125,36427.3125
F10,23,,
F11,23,,
F12,23,,
G1,23,-9628.314453,33356.21484
G2,23,,
G3,23,-9471.839844,34020.25391
G4,23,,
G5,23,-8715.073242,36168.85156
G6,23,,
G7,23,-9524.894531,33137.94141
G8,23,,
G9,23,-6700.402344,44378.28516
G10,23,,
G11,23,,
G12,23,,
H1,23,-11126.30273,32046.96289
H2,23,,
H3,23,-8541.930664,35422.71875
H4,23,,
H5,23,-10956.6377,33074.62109
H6,23,,
H7,23,-9176.545898,35457.27734
H8,23,,
H9,23,-10559.16113,-2032.640503
H10,23,,
H11,23,,
H12,23,,
A1,24,195891.25,30062.74805
A2,24,,
A3,24,273169.3125,36589.58594
A4,24,,
A5,24,226802.9375,30193.98438
A6,24,,
A7,24,246478.1406,32863.67188
A8,24,,
A9,24,265479.75,35769.25781
A10,24,,
A11,24,,
A12,24,,
B1,24,39116.58984,31099.48242
B2,24,,
B3,24,46933.43359,37657.37891
B4,24,,
B5,24,40467.03125,33076.39844
B6,24,,
B7,24,40076.24219,32074.10156
B8,24,,
B9,24,44605.44141,34329.82813
B10,24,,
B11,24,,
B12,24,,
C1,24,1763.980469,40968.92969
C2,24,,
C3,24,-1824.748413,37788.51172
C4,24,,
C5,24,-5449.847656,31986.6582
C6,24,,
C7,24,-1432.062256,36566.23438
C8,24,,
C9,24,-351.3538208,35976.84766
C10,24,,
C11,24,,
C12,24,,
D1,24,-7266.841309,35578.11719
D2,24,,
D3,24,-8935.698242,33901.43359
D4,24,,
D5,24,-8624.313477,32429.74414
D6,24,,
D7,24,-6738.98877,34587.66797
D8,24,,
D9,24,-5027.366211,42031.94531
D10,24,,
D11,24,,
D12,24,,
E1,24,-7735.547363,36695.01953
E2,24,,
E3,24,-7128.348633,37578.23828
E4,24,,
E5,24,-6676.543945,38307.41797
E6,24,,
E7,24,-7505.97998,35956.98047
E8,24,,
E9,24,-5943.881348,38359.12109
E10,24,,
E11,24,,
E12,24,,
F1,24,-7633.224609,39377.23047
F2,24,,
F3,24,-8084.20752,35890.36719
F4,24,,
F5,24,-2690.127441,36991.85938
F6,24,,
F7,24,-7976.117188,36780.35938
F8,24,,
F9,24,-6828.049805,38557.36719
F10,24,,
F11,24,,
F12,24,,
G1,24,-6409.789063,36733.10156
G2,24,,
G3,24,-6775.551758,36376.49609
G4,24,,
G5,24,-7156.723145,37701.10156
G6,24,,
G7,24,-8192.033203,35111.96875
G8,24,,
G9,24,-4332.571777,46452.68359
G10,24,,
G11,24,,
G12,24,,
H1,24,-8322.958008,33461.35547
H2,24,,
H3,24,-5595.101074,37829.44141
H4,24,,
H5,24,-10073.70508,35124.42578
H6,24,,
H7,24,-8068.257324,37297.17578
H8,24,,
H9,24,-10588.48535,-2044.769165
H10,24,,
H11,24,,
H12,24,,
A1,25,-8403.661133,31174.46484
A2,25,,
A3,25,-9011.675781,40310.16016
A4,25,,
A5,25,-9458.549805,34428.87891
A6,25,,
A7,25,-9762.266602,35984.39453
A8,25,,
A9,25,-9030.510742,40652.09766
A10,25,,
A11,25,,
A12,25,,
B1,25,-10989.10938,29478.37891
B2,25,,
B3,25,-14840.0498,37790.78125
B4,25,,
B5,25,-13208.39844,33073.22266
B6,25,,
B7,25,-15011.41406,31385.82227
B8,25,,
B9,25,-11692.16406,34177.15625
B10,25,,
B11,25,,
B12,25,,
C1,25,-14187.24902,40265.10938
C2,25,,
C3,25,-16131.37109,36655.64453
